gene_id,gene_name,gene_type,hgnc_symbol,entrez_id,logFC,logCPM,F,PValue,FDR
ENSG00000266677,NA,NA,NA,NA,2.6780707602867166,0.8101733175874394,41.11935368708713,5.210989999219686e-9,1.2117636144185459e-4
ENSG00000230916,MT-CO1 pseudogene 53,pseudo,MTCO1P53,107075285,-3.902090549255442,0.2638927142808128,34.11915856611511,6.914621178692017e-8,8.039630044465208e-4
ENSG00000229344,MT-CO2 pseudogene 12,pseudo,MTCO2P12,107075310,3.413893014293919,3.835796333640377,27.69327472195833,8.512292563843889e-7,0.004812682408318045
ENSG00000270190,NA,NA,NA,NA,1.6912210058136101,-1.5387058683080272,27.60507052210914,8.819579529839284e-7,0.004812682408318045
ENSG00000246250,NA,NA,NA,NA,1.639422785690087,-0.7273001797728496,27.104015711245907,1.0793775059228746e-6,0.004812682408318045
ENSG00000271590,NA,NA,NA,NA,1.4590042945278283,0.36896063257869893,26.757715612664395,1.2417689193217628e-6,0.004812682408318045
ENSG00000213363,ribosomal protein S3 pseudogene 6,pseudo,RPS3P6,645000,2.0974348788251316,-0.965467403856807,26.362729451889482,1.4578206260210616e-6,0.004842880119641966
ENSG00000174576,neuronal PAS domain protein 4,protein-coding,NPAS4,266743,3.4389690380815896,4.5855877943359395,25.979946606601356,1.7039624112272198e-6,0.0049529927388347215
ENSG00000200164,NA,NA,NA,NA,1.6545983698503355,-1.5176179623927917,25.668025227827236,1.9357655224203395e-6,0.005001587939818064
ENSG00000263050,NA,NA,NA,NA,1.1884226024214726,0.29922403858768004,25.27450182431777,2.274937783080469e-6,0.005289141783552692
ENSG00000236262,NA,NA,NA,NA,1.5311693377221296,-0.514789462455765,24.789342472300145,2.778272262180781e-6,0.005289141783552692
ENSG00000175730,NA,NA,NA,NA,0.7853731543060646,0.16155691011697604,24.556532090354477,3.0589509304003492e-6,0.005289141783552692
ENSG00000225972,MT-ND1 pseudogene 23,pseudo,MTND1P23,100887749,-4.1199662583106855,3.786604988012134,24.408744298980327,3.2520270750481636e-6,0.005289141783552692
ENSG00000263641,microRNA 4777,ncRNA,MIR4777,100616317,1.4694615409443132,-2.0280075325940192,24.312465062179335,3.384477509392267e-6,0.005289141783552692
ENSG00000266876,syntaxin 18 pseudogene 1,pseudo,STX18P1,100418889,1.2679133056931329,-1.5509164252151673,24.239286277129967,3.488832106712531e-6,0.005289141783552692
ENSG00000225049,NA,NA,NA,NA,1.3525604128829671,-1.1969005323973994,24.1376784074245,3.6392134057298994e-6,0.005289141783552692
ENSG00000218227,ribosomal protein L19 pseudogene 9,pseudo,RPL19P9,653314,1.3920223268849763,1.2845688668924267,23.527159986269393,4.693650684840369e-6,0.0064203619426634094
ENSG00000241852,chromosome 8 open reading frame 58,protein-coding,C8orf58,541565,0.46378256438497567,1.274729256234838,23.288421732784123,5.186825300057349e-6,0.006700801973751867
ENSG00000196668,long intergenic non-protein coding RNA 173,ncRNA,LINC00173,100287569,0.8537305629333799,1.1704327281657265,23.061296628663243,5.7052726896488575e-6,0.006982653217110238
ENSG00000271344,NA,NA,NA,NA,0.922303648999856,1.1857166404899653,22.74726907392876,6.510811600807757e-6,0.007268535061428089
ENSG00000241400,ribosomal protein L31 pseudogene 21,pseudo,RPL31P21,100270988,1.5469627794007448,-1.825488398203025,22.72795641960944,6.5639991524034524e-6,0.007268535061428089
ENSG00000260949,NA,NA,NA,NA,1.0411003300767239,-0.6368985443848919,22.23086640199536,8.097467775022685e-6,0.008281461734127428
ENSG00000102265,TIMP metallopeptidase inhibitor 1,protein-coding,TIMP1,7076,1.4674494215735445,3.43861235056014,22.20374486005957,8.191004553407192e-6,0.008281461734127428
ENSG00000262529,NA,NA,NA,NA,1.1836997899088635,-0.4823727974071935,21.546718936781602,1.0829021658063151e-5,0.009081666548994276
ENSG00000255928,NA,NA,NA,NA,1.2354533714000273,-0.8612150024733666,21.534161365718106,1.0887158831254334e-5,0.009081666548994276
ENSG00000267163,NA,NA,NA,NA,0.9668314193298667,-0.5911765000614333,21.497654898577416,1.1057992734212651e-5,0.009081666548994276
ENSG00000239247,"RNA, 7SL, cytoplasmic 589, pseudogene",pseudo,RN7SL589P,106479438,1.4537580971794963,0.9802870162391141,21.47829858860735,1.1149682598673165e-5,0.009081666548994276
ENSG00000240692,"RNA, 7SL, cytoplasmic 538, pseudogene",pseudo,RN7SL538P,106480517,1.2367029995525165,-0.8284371864798757,21.435873577951455,1.1353380596723992e-5,0.009081666548994276
ENSG00000224682,suppressor of cytokine signaling 5 pseudogene 2,pseudo,SOCS5P2,100128299,1.1399975812882281,-0.09704541919210706,21.31153409894135,1.1972610836054272e-5,0.009081666548994276
ENSG00000246596,NA,NA,NA,NA,0.4335733025992991,2.36152371031084,21.295496922557334,1.2054958815487237e-5,0.009081666548994276
ENSG00000249293,NA,NA,NA,NA,1.6742308366457936,-1.8336837672591348,21.26113737827415,1.2233346888631589e-5,0.009081666548994276
ENSG00000258881,NA,NA,NA,NA,1.3811614012801932,-0.7324152937486967,21.193094943079856,1.2594629894480373e-5,0.009081666548994276
ENSG00000252118,"RNA, U6atac small nuclear 39, pseudogene",pseudo,RNU6ATAC39P,106481172,1.7042153798407598,-1.608919687101705,20.987326663137882,1.3755121564057592e-5,0.009081666548994276
